"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008209","GO:0008209","androgen metabolic process","3/329","28/17913",0.0143190168570169,0.132649133359466,0.11792997939501,"SPP1/SGPL1/SRD5A1",3
"GO:0039694","GO:0039694","viral RNA genome replication","3/329","28/17913",0.0143190168570169,0.132649133359466,0.11792997939501,"TOP2A/SETDB1/MORC2",3
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","3/329","28/17913",0.0143190168570169,0.132649133359466,0.11792997939501,"CDC20/UBE2C/PLK1",3
"GO:0070198","GO:0070198","protein localization to chromosome, telomeric region","3/329","28/17913",0.0143190168570169,0.132649133359466,0.11792997939501,"NABP2/DKC1/CCT3",3
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","12/329","317/17913",0.0146130999561478,0.134933948945728,0.119961264848486,"PARP1/ATIC/NUP210/PPAT/PAICS/CCNB1/UQCC2/PGM2L1/NUP155/NDUFS8/DHTKD1/ENO1",12
"GO:0071156","GO:0071156","regulation of cell cycle arrest","6/329","108/17913",0.0146994234413966,0.135291780800427,0.120279390585027,"AURKA/CNOT11/FOXM1/CCNB1/CDC25C/GTSE1",6
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","12/329","318/17913",0.0149449825618303,0.137108162599501,0.121894221098527,"PARP1/ATIC/NUP210/PPAT/PAICS/CCNB1/UQCC2/PGM2L1/NUP155/NDUFS8/DHTKD1/ENO1",12
"GO:0034968","GO:0034968","histone lysine methylation","6/329","109/17913",0.0153234332605782,0.140128116376477,0.124579071558331,"EZH2/DPY30/PYGO2/SETDB1/SETD1A/SUZ12",6
"GO:0009108","GO:0009108","coenzyme biosynthetic process","10/329","245/17913",0.0154517394555172,0.140848548113753,0.125219561984319,"ATIC/NUP210/IDH2/COASY/PGM2L1/NUP155/DHTKD1/ENO1/NAXE/FLAD1",10
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","3/329","29/17913",0.0157581637563752,0.142726808035449,0.126889404434506,"RRM2/SMUG1/NUDT1",3
"GO:0031297","GO:0031297","replication fork processing","3/329","29/17913",0.0157581637563752,0.142726808035449,0.126889404434506,"BLM/TONSL/CENPX",3
"GO:1903578","GO:1903578","regulation of ATP metabolic process","6/329","110/17913",0.0159655785033031,0.143651905452563,0.127711850209881,"PARP1/NUP210/CCNB1/UQCC2/NUP155/ENO1",6
"GO:0019359","GO:0019359","nicotinamide nucleotide biosynthetic process","7/329","142/17913",0.0160118333433412,0.143651905452563,0.127711850209881,"NUP210/IDH2/PGM2L1/NUP155/DHTKD1/ENO1/NAXE",7
"GO:0019363","GO:0019363","pyridine nucleotide biosynthetic process","7/329","142/17913",0.0160118333433412,0.143651905452563,0.127711850209881,"NUP210/IDH2/PGM2L1/NUP155/DHTKD1/ENO1/NAXE",7
"GO:0010755","GO:0010755","regulation of plasminogen activation","2/329","11/17913",0.0165785018986411,0.146882428036558,0.130583904117186,"F12/ENO1",2
"GO:0016446","GO:0016446","somatic hypermutation of immunoglobulin genes","2/329","11/17913",0.0165785018986411,0.146882428036558,0.130583904117186,"EXO1/POLQ",2
"GO:0070203","GO:0070203","regulation of establishment of protein localization to telomere","2/329","11/17913",0.0165785018986411,0.146882428036558,0.130583904117186,"DKC1/CCT3",2
"GO:0072711","GO:0072711","cellular response to hydroxyurea","2/329","11/17913",0.0165785018986411,0.146882428036558,0.130583904117186,"TIMELESS/BLM",2
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","8/329","177/17913",0.0167490023652008,0.147932182380842,0.131517174505434,"AURKA/CNOT11/EZH2/KIF14/CCNB1/CDC25C/CCNE1/GTSE1",8
"GO:0010212","GO:0010212","response to ionizing radiation","7/329","144/17913",0.017163197694765,0.151121158649881,0.134352292204092,"PARP1/ECT2/NABP2/FANCD2/BLM/RAD54L/TICRR",7
"GO:0021987","GO:0021987","cerebral cortex development","6/329","112/17913",0.0173052219748141,0.151434003988835,0.134630423266408,"ATIC/ASPM/KIF14/MDK/WDR62/SRD5A1",6
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","6/329","112/17913",0.0173052219748141,0.151434003988835,0.134630423266408,"GFPT1/KDELR3/HDGF/HYOU1/SRPRB/CREB3L4",6
"GO:0071158","GO:0071158","positive regulation of cell cycle arrest","5/329","82/17913",0.0175120007868374,0.152773405637317,0.135821200807179,"AURKA/CNOT11/CCNB1/CDC25C/GTSE1",5
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism","12/329","326/17913",0.0178101085620529,0.154898925842442,0.137710866782717,"TOP2A/AURKA/ASPM/SRPK1/TTK/HOOK1/CCNB1/MDK/SPIRE2/STRBP/PLK1/TDRKH",12
"GO:0046578","GO:0046578","regulation of Ras protein signal transduction","9/329","215/17913",0.0181668280077349,0.157519691628043,0.140040824372847,"ECT2/FOXM1/KIF14/ARHGEF16/ARHGEF39/ARHGEF19/RASAL1/RALGPS2/NGEF",9
"GO:0006369","GO:0006369","termination of RNA polymerase II transcription","3/329","31/17913",0.0188720681125246,0.162642914278848,0.14459555855274,"CSTF2/CPSF3/SNRPG",3
"GO:0007099","GO:0007099","centriole replication","3/329","31/17913",0.0188720681125246,0.162642914278848,0.14459555855274,"STIL/WDR62/PLK4",3
"GO:1903900","GO:1903900","regulation of viral life cycle","7/329","147/17913",0.0189980411010662,0.16297334477653,0.144889323470733,"TOP2A/SRPK1/CHMP4B/PC/SETDB1/P4HB/MORC2",7
"GO:0006767","GO:0006767","water-soluble vitamin metabolic process","5/329","84/17913",0.0192414578650099,0.16297334477653,0.144889323470733,"SLC5A6/PC/PSAT1/SLC52A2/FLAD1",5
"GO:0051781","GO:0051781","positive regulation of cell division","5/329","84/17913",0.0192414578650099,0.16297334477653,0.144889323470733,"AURKB/ECT2/KIF14/MDK/RACGAP1",5
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","10/329","254/17913",0.0193577225386376,0.16297334477653,0.144889323470733,"GFPT1/GORASP2/KDELR3/P4HB/FOXRED2/HDGF/HYOU1/MARCH6/SRPRB/CREB3L4",10
"GO:0000212","GO:0000212","meiotic spindle organization","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"AURKA/ASPM",2
"GO:0002566","GO:0002566","somatic diversification of immune receptors via somatic mutation","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"EXO1/POLQ",2
"GO:0021681","GO:0021681","cerebellar granular layer development","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"KIF14/MDK",2
"GO:0045869","GO:0045869","negative regulation of single stranded viral RNA replication via double stranded DNA intermediate","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"SETDB1/MORC2",2
"GO:0046112","GO:0046112","nucleobase biosynthetic process","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"PPAT/PAICS",2
"GO:0070202","GO:0070202","regulation of establishment of protein localization to chromosome","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"DKC1/CCT3",2
"GO:0072710","GO:0072710","response to hydroxyurea","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"TIMELESS/BLM",2
"GO:1904816","GO:1904816","positive regulation of protein localization to chromosome, telomeric region","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"DKC1/CCT3",2
"GO:1990173","GO:1990173","protein localization to nucleoplasm","2/329","12/17913",0.0196553647181258,0.16297334477653,0.144889323470733,"DKC1/CCT3",2
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","12/329","331/17913",0.0197993270300999,0.163689785097687,0.145526265380355,"PARP1/ATIC/NUP210/PPAT/PAICS/CCNB1/UQCC2/PGM2L1/NUP155/NDUFS8/DHTKD1/ENO1",12
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","5/329","85/17913",0.0201467633741516,0.166079405901702,0.147650726543744,"AURKA/AURKB/BLM/DONSON/TICRR",5
"GO:0006335","GO:0006335","DNA replication-dependent nucleosome assembly","3/329","32/17913",0.02054738156994,0.168067539683956,0.149418250914524,"CHAF1B/IPO4/ASF1B",3
"GO:0034723","GO:0034723","DNA replication-dependent nucleosome organization","3/329","32/17913",0.02054738156994,0.168067539683956,0.149418250914524,"CHAF1B/IPO4/ASF1B",3
"GO:0044786","GO:0044786","cell cycle DNA replication","4/329","57/17913",0.0205882853350921,0.168067539683956,0.149418250914524,"CDT1/FEN1/POLE2/DNA2",4
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","8/329","184/17913",0.0206243218529186,0.168067539683956,0.149418250914524,"NUP210/IDH2/PSAT1/PGM2L1/NUP155/DHTKD1/ENO1/NAXE",8
"GO:0021692","GO:0021692","cerebellar Purkinje cell layer morphogenesis","2/329","13/17913",0.0229506272797679,0.184905337064192,0.164387674745795,"KIF14/SPTBN2",2
"GO:0035563","GO:0035563","positive regulation of chromatin binding","2/329","13/17913",0.0229506272797679,0.184905337064192,0.164387674745795,"CDT1/PYGO2",2
"GO:0062033","GO:0062033","positive regulation of mitotic sister chromatid segregation","2/329","13/17913",0.0229506272797679,0.184905337064192,0.164387674745795,"DLGAP5/CDT1",2
"GO:0090308","GO:0090308","regulation of methylation-dependent chromatin silencing","2/329","13/17913",0.0229506272797679,0.184905337064192,0.164387674745795,"SETDB1/MORC2",2
"GO:0007127","GO:0007127","meiosis I","5/329","88/17913",0.0230284338106257,0.185008095359942,0.164479030666437,"AURKA/P3H4/FANCD2/CENPX/PLK1",5
"GO:0031124","GO:0031124","mRNA 3'-end processing","5/329","89/17913",0.0240451370947416,0.192632027880127,0.171256988292274,"CSTF2/CCNB1/CPSF6/CPSF3/BARD1",5
"GO:0000959","GO:0000959","mitochondrial RNA metabolic process","3/329","34/17913",0.0241353606467668,0.192811701346643,0.171416724640845,"TFB2M/MRPL12/TFAM",3
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","13/329","381/17913",0.0243706796221001,0.194146254468495,0.172603191662346,"DDX56/CPSF6/BOP1/WDR46/DKC1/SNRPG/NVL/DENR/NOL11/BUD23/PELP1/TICRR/NAT10",13
"GO:0010498","GO:0010498","proteasomal protein catabolic process","13/329","382/17913",0.0248281394077837,0.19723806836798,0.175351928425453,"CCNF/AURKA/CDC20/AURKB/UBE2C/KIF14/CCNB1/PBK/FOXRED2/PLK1/UBQLN4/MARCH6/MAD2L1",13
"GO:0018022","GO:0018022","peptidyl-lysine methylation","6/329","122/17913",0.0251681204798865,0.199381990654031,0.177257954530677,"EZH2/DPY30/PYGO2/SETDB1/SETD1A/SUZ12",6
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","10/329","266/17913",0.0256337904159628,0.202506944286106,0.180036153740184,"PARP1/ATIC/NUP210/PPAT/PAICS/COASY/PGM2L1/NUP155/DHTKD1/ENO1",10
"GO:0098534","GO:0098534","centriole assembly","3/329","35/17913",0.0260479939964568,0.203348153384172,0.18078401970123,"STIL/WDR62/PLK4",3
"GO:0034620","GO:0034620","cellular response to unfolded protein","6/329","123/17913",0.0260660688929421,0.203348153384172,0.18078401970123,"GFPT1/KDELR3/HDGF/HYOU1/SRPRB/CREB3L4",6
"GO:0061982","GO:0061982","meiosis I cell cycle process","5/329","91/17913",0.0261642609235209,0.203348153384172,0.18078401970123,"AURKA/P3H4/FANCD2/CENPX/PLK1",5
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","14/329","426/17913",0.0264111949358228,0.203348153384172,0.18078401970123,"PYCR1/ATIC/NUP210/GPT2/ALDH18A1/PSAT1/PGM2L1/NUP155/DHTKD1/ENO1/PTGES/PYCR3/GAD1/CRABP2",14
"GO:0031937","GO:0031937","positive regulation of chromatin silencing","2/329","14/17913",0.0264552801519493,0.203348153384172,0.18078401970123,"SETDB1/MORC2",2
"GO:0042447","GO:0042447","hormone catabolic process","2/329","14/17913",0.0264552801519493,0.203348153384172,0.18078401970123,"SPP1/SRD5A1",2
"GO:0046606","GO:0046606","negative regulation of centrosome cycle","2/329","14/17913",0.0264552801519493,0.203348153384172,0.18078401970123,"CCNF/NEK2",2
"GO:0051307","GO:0051307","meiotic chromosome separation","2/329","14/17913",0.0264552801519493,0.203348153384172,0.18078401970123,"TTK/CENPX",2
"GO:0072425","GO:0072425","signal transduction involved in G2 DNA damage checkpoint","2/329","14/17913",0.0264552801519493,0.203348153384172,0.18078401970123,"CHEK1/PLK1",2
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","2/329","14/17913",0.0264552801519493,0.203348153384172,0.18078401970123,"DKC1/CCT3",2
"GO:0090305","GO:0090305","nucleic acid phosphodiester bond hydrolysis","10/329","268/17913",0.0268069655615402,0.205430776024558,0.18263554815715,"PARP1/EXO1/CPSF6/CPSF3/BOP1/FEN1/EME1/DNA2/DNASE1/RNASEH2A",10
"GO:0016053","GO:0016053","organic acid biosynthetic process","14/329","427/17913",0.0268706922226215,0.205430776024558,0.18263554815715,"PYCR1/ATIC/NUP210/GPT2/ALDH18A1/PSAT1/PGM2L1/NUP155/DHTKD1/ENO1/PTGES/PYCR3/GAD1/CRABP2",14
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","6/329","124/17913",0.0269850717542399,0.20575212887147,0.182921242708295,"AURKA/CNOT11/EZH2/CCNB1/CDC25C/GTSE1",6
"GO:0036473","GO:0036473","cell death in response to oxidative stress","5/329","92/17913",0.027267142234369,0.206794006705455,0.183847510587942,"PYCR1/PARP1/MELK/TRAP1/P4HB",5
"GO:2001022","GO:2001022","positive regulation of response to DNA damage stimulus","5/329","92/17913",0.027267142234369,0.206794006705455,0.183847510587942,"PARP1/TIMELESS/FOXM1/SPIRE2/CBX8",5
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","8/329","195/17913",0.0279382282013925,0.211320002672235,0.187871288185176,"AURKA/CNOT11/EZH2/KIF14/CCNB1/CDC25C/CCNE1/GTSE1",8
"GO:0016569","GO:0016569","covalent chromatin modification","14/329","433/17913",0.0297527989222562,0.224448170119089,0.199542713978108,"AURKA/AURKB/EZH2/CCNB1/CCNA2/DPY30/HELLS/CHEK1/PYGO2/SETDB1/MORC2/CBX8/SETD1A/SUZ12",14
"GO:0006144","GO:0006144","purine nucleobase metabolic process","2/329","15/17913",0.0301605694194184,0.225135589052037,0.200153854801611,"PPAT/PAICS",2
"GO:1900037","GO:1900037","regulation of cellular response to hypoxia","2/329","15/17913",0.0301605694194184,0.225135589052037,0.200153854801611,"ENO1/HYOU1",2
"GO:1902188","GO:1902188","positive regulation of viral release from host cell","2/329","15/17913",0.0301605694194184,0.225135589052037,0.200153854801611,"CHMP4B/PC",2
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","2/329","15/17913",0.0301605694194184,0.225135589052037,0.200153854801611,"DKC1/CCT3",2
"GO:0009314","GO:0009314","response to radiation","14/329","435/17913",0.0307621237466294,0.229024816584854,0.203611521739884,"PCLAF/PARP1/AURKB/ECT2/REEP6/NABP2/FANCD2/FEN1/PBK/CHEK1/BLM/RAD54L/NMU/TICRR",14
"GO:1900542","GO:1900542","regulation of purine nucleotide metabolic process","6/329","128/17913",0.030874974457508,0.229264823386821,0.203824896652286,"PARP1/NUP210/CCNB1/UQCC2/NUP155/ENO1",6
"GO:1902275","GO:1902275","regulation of chromatin organization","7/329","165/17913",0.0329495220769484,0.242147492555702,0.2152780654078,"CCNB1/CHEK1/PYGO2/MKI67/SETDB1/MORC2/SETD1A",7
"GO:0006766","GO:0006766","vitamin metabolic process","6/329","130/17913",0.0329504499363771,0.242147492555702,0.2152780654078,"SLC5A6/CYP24A1/PC/PSAT1/SLC52A2/FLAD1",6
"GO:0016571","GO:0016571","histone methylation","6/329","130/17913",0.0329504499363771,0.242147492555702,0.2152780654078,"EZH2/DPY30/PYGO2/SETDB1/SETD1A/SUZ12",6
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","6/329","130/17913",0.0329504499363771,0.242147492555702,0.2152780654078,"AURKA/CNOT11/EZH2/CCNB1/CDC25C/GTSE1",6
"GO:0021543","GO:0021543","pallium development","7/329","166/17913",0.03388227029903,0.247726150000814,0.220237697942837,"ATIC/ASPM/EZH2/KIF14/MDK/WDR62/SRD5A1",7
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","10/329","279/17913",0.0339528483096019,0.247726150000814,0.220237697942837,"PARP1/ATIC/NUP210/PPAT/PAICS/COASY/PGM2L1/NUP155/DHTKD1/ENO1",10
"GO:0016540","GO:0016540","protein autoprocessing","2/329","16/17913",0.034057990383375,0.247726150000814,0.220237697942837,"PARP1/F12",2
"GO:0048385","GO:0048385","regulation of retinoic acid receptor signaling pathway","2/329","16/17913",0.034057990383375,0.247726150000814,0.220237697942837,"EZH2/CRABP2",2
"GO:0021549","GO:0021549","cerebellum development","5/329","98/17913",0.034503660484631,0.25032757759768,0.222550463168861,"ATIC/EZH2/KIF14/MDK/SPTBN2",5
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","10/329","280/17913",0.0346625921728948,0.250840743358048,0.223006686485317,"PARP1/ATIC/NUP210/PPAT/PAICS/COASY/PGM2L1/NUP155/DHTKD1/ENO1",10
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process","6/329","132/17913",0.0351144753409648,0.252271600968513,0.224278771754523,"PARP1/NUP210/CCNB1/UQCC2/NUP155/ENO1",6
"GO:0090501","GO:0090501","RNA phosphodiester bond hydrolysis","6/329","132/17913",0.0351144753409648,0.252271600968513,0.224278771754523,"EXO1/CPSF6/CPSF3/BOP1/FEN1/RNASEH2A",6
"GO:0050792","GO:0050792","regulation of viral process","8/329","204/17913",0.035126425451312,0.252271600968513,0.224278771754523,"TOP2A/SRPK1/CHMP4B/PC/POLR2H/SETDB1/P4HB/MORC2",8
"GO:0070301","GO:0070301","cellular response to hydrogen peroxide","5/329","99/17913",0.0358145799659714,0.256565907867059,0.228096569211887,"PYCR1/EZH2/ECT2/TRAP1/CBX8",5
"GO:0009166","GO:0009166","nucleotide catabolic process","7/329","169/17913",0.0367854580346751,0.262858901132201,0.233691272677307,"NUP210/PGM2L1/SMUG1/NUP155/NUDT1/DHTKD1/ENO1",7
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","10/329","284/17913",0.0376052317211694,0.265853226268864,0.236353338329192,"PARP1/ATIC/NUP210/PPAT/PAICS/COASY/PGM2L1/NUP155/DHTKD1/ENO1",10
"GO:0007265","GO:0007265","Ras protein signal transduction","11/329","324/17913",0.0376892676999575,0.265853226268864,0.236353338329192,"ECT2/FOXM1/KIF14/CCNA2/ARHGEF16/ARHGEF39/ARHGEF19/RASAL1/SETDB1/RALGPS2/NGEF",11
"GO:0019058","GO:0019058","viral life cycle","11/329","324/17913",0.0376892676999575,0.265853226268864,0.236353338329192,"TOP2A/SRPK1/NUP210/CHMP4B/PC/XPR1/SETDB1/SLC52A2/NUP155/P4HB/MORC2",11
"GO:0006353","GO:0006353","DNA-templated transcription, termination","4/329","69/17913",0.03805299540859,0.265853226268864,0.236353338329192,"CSTF2/CPSF3/POLR2H/SNRPG",4
"GO:0006379","GO:0006379","mRNA cleavage","2/329","17/17913",0.0381392814056597,0.265853226268864,0.236353338329192,"CPSF6/CPSF3",2
"GO:0008272","GO:0008272","sulfate transport","2/329","17/17913",0.0381392814056597,0.265853226268864,0.236353338329192,"SLC25A10/RACGAP1",2
"GO:0009264","GO:0009264","deoxyribonucleotide catabolic process","2/329","17/17913",0.0381392814056597,0.265853226268864,0.236353338329192,"SMUG1/NUDT1",2
"GO:0097329","GO:0097329","response to antimetabolite","2/329","17/17913",0.0381392814056597,0.265853226268864,0.236353338329192,"TIMELESS/BLM",2
"GO:1904380","GO:1904380","endoplasmic reticulum mannose trimming","2/329","17/17913",0.0381392814056597,0.265853226268864,0.236353338329192,"UGGT1/MARCH6",2
"GO:1904996","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","2/329","17/17913",0.0381392814056597,0.265853226268864,0.236353338329192,"MDK/IRAK1",2
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","5/329","101/17913",0.0385275918769655,0.267258213525023,0.237602423897811,"EZH2/HELLS/SETDB1/MORC2/SUZ12",5
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","6/329","135/17913",0.0385287860567016,0.267258213525023,0.237602423897811,"GFPT1/KDELR3/HDGF/HYOU1/SRPRB/CREB3L4",6
"GO:0006732","GO:0006732","coenzyme metabolic process","12/329","366/17913",0.038627026560288,0.267287745833234,0.237628679210685,"ATIC/NUP210/IDH2/SLC5A6/COASY/PC/PGM2L1/NUP155/DHTKD1/ENO1/NAXE/FLAD1",12
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","3/329","41/17913",0.0391705503182066,0.270390886177135,0.240387485601258,"ASPM/CDC20/TTK",3
"GO:0008584","GO:0008584","male gonad development","6/329","137/17913",0.0409185164939376,0.281092417654006,0.249901542380977,"ASPM/SIX4/TFAP2C/SGPL1/NUDT1/SRD5A1",6
"GO:0009411","GO:0009411","response to UV","6/329","137/17913",0.0409185164939376,0.281092417654006,0.249901542380977,"PCLAF/PARP1/AURKB/FEN1/PBK/CHEK1",6
"GO:0034404","GO:0034404","nucleobase-containing small molecule biosynthetic process","8/329","211/17913",0.0415157426317442,0.284507884445013,0.252938018519847,"TK1/NUP210/PGM2L1/SMUG1/NUP155/NUDT1/DHTKD1/ENO1",8
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","7/329","174/17913",0.0419799327201727,0.286997424654258,0.255151311725341,"KIF15/KIF4A/KIF11/KIF2C/SPTBN2/CENPE/RACGAP1",7
"GO:0046546","GO:0046546","development of primary male sexual characteristics","6/329","138/17913",0.0421477483621149,0.287453708253848,0.255556964699735,"ASPM/SIX4/TFAP2C/SGPL1/NUDT1/SRD5A1",6
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","2/329","18/17913",0.0423964178939073,0.288457924617876,0.256449750141439,"DKC1/CCT3",2
"GO:0035966","GO:0035966","response to topologically incorrect protein","7/329","175/17913",0.0430730278189521,0.291581809143449,0.259226998875773,"GFPT1/KDELR3/F12/HDGF/HYOU1/SRPRB/CREB3L4",7
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process","7/329","175/17913",0.0430730278189521,0.291581809143449,0.259226998875773,"NUP210/PGM2L1/SMUG1/NUP155/NUDT1/DHTKD1/ENO1",7
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","10/329","291/17913",0.043163129975173,0.291581809143449,0.259226998875773,"PARP1/ATIC/NUP210/PPAT/PAICS/COASY/PGM2L1/NUP155/DHTKD1/ENO1",10
"GO:0060968","GO:0060968","regulation of gene silencing","6/329","139/17913",0.0434000151175069,0.292487305673435,0.260032018738467,"NUP210/POLR2H/SETDB1/NUP155/MORC2/XPO5",6
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","7/329","176/17913",0.0441843834556857,0.296368836198043,0.263482842752128,"KIF15/KIF4A/KIF11/KIF2C/SPTBN2/CENPE/RACGAP1",7
"GO:0051168","GO:0051168","nuclear export","7/329","176/17913",0.0441843834556857,0.296368836198043,0.263482842752128,"NUP210/CPSF6/CPSF3/BARD1/NUP155/XPO5/GTSE1",7
"GO:0007095","GO:0007095","mitotic G2 DNA damage checkpoint","2/329","19/17913",0.0468216064245833,0.308242242295173,0.274038739356357,"BLM/DONSON",2
"GO:0032042","GO:0032042","mitochondrial DNA metabolic process","2/329","19/17913",0.0468216064245833,0.308242242295173,0.274038739356357,"PARP1/DNA2",2
"GO:0046386","GO:0046386","deoxyribose phosphate catabolic process","2/329","19/17913",0.0468216064245833,0.308242242295173,0.274038739356357,"SMUG1/NUDT1",2
"GO:0046599","GO:0046599","regulation of centriole replication","2/329","19/17913",0.0468216064245833,0.308242242295173,0.274038739356357,"STIL/PLK4",2
"GO:0090670","GO:0090670","RNA localization to Cajal body","2/329","19/17913",0.0468216064245833,0.308242242295173,0.274038739356357,"DKC1/CCT3",2
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","2/329","19/17913",0.0468216064245833,0.308242242295173,0.274038739356357,"DKC1/CCT3",2
"GO:0090672","GO:0090672","telomerase RNA localization","2/329","19/17913",0.0468216064245833,0.308242242295173,0.274038739356357,"DKC1/CCT3",2
"GO:0090685","GO:0090685","RNA localization to nucleus","2/329","19/17913",0.0468216064245833,0.308242242295173,0.274038739356357,"DKC1/CCT3",2
"GO:0042246","GO:0042246","tissue regeneration","4/329","74/17913",0.0472247564464437,0.309260686747246,0.274944174093895,"EZH2/CCNB1/MDK/BCL9",4
"GO:0022037","GO:0022037","metencephalon development","5/329","107/17913",0.0474034977310733,0.309260686747246,0.274944174093895,"ATIC/EZH2/KIF14/MDK/SPTBN2",5
"GO:0031123","GO:0031123","RNA 3'-end processing","5/329","107/17913",0.0474034977310733,0.309260686747246,0.274944174093895,"CSTF2/CCNB1/CPSF6/CPSF3/BARD1",5
"GO:0034599","GO:0034599","cellular response to oxidative stress","10/329","296/17913",0.0474600231027675,0.309260686747246,0.274944174093895,"PYCR1/PARP1/MELK/EZH2/ECT2/CCNA2/FANCD2/TRAP1/P4HB/CBX8",10
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","7/329","179/17913",0.0476287555539008,0.309260686747246,0.274944174093895,"NUP210/IDH2/PGM2L1/NUP155/DHTKD1/ENO1/NAXE",7
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","7/329","179/17913",0.0476287555539008,0.309260686747246,0.274944174093895,"NUP210/IDH2/PGM2L1/NUP155/DHTKD1/ENO1/NAXE",7
"GO:0043902","GO:0043902","positive regulation of multi-organism process","7/329","180/17913",0.0488138773256495,0.316233865863661,0.281143587906031,"TOP2A/AURKA/SRPK1/CHMP4B/PC/POLR2H/P4HB",7
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","14/329","465/17913",0.049045927711887,0.317015041846833,0.281838082210413,"ECT2/FOXM1/KIF14/CCNA2/ARHGEF16/ARHGAP39/ARHGEF39/ARHGEF19/RASAL1/SETDB1/RALGPS2/DEPDC1B/NGEF/RACGAP1",14
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","4/329","75/17913",0.0491936234603892,0.317248673744551,0.282045789597458,"PYCR1/PARP1/TRAP1/P4HB",4
"GO:0061756","GO:0061756","leukocyte adhesion to vascular endothelial cell","3/329","45/17913",0.0494533247839551,0.3182019359402,0.28289327490131,"MDK/PODXL2/IRAK1",3
"GO:0042542","GO:0042542","response to hydrogen peroxide","6/329","144/17913",0.0500096511966101,0.321055187366048,0.285429920813253,"PYCR1/EZH2/ECT2/TRAP1/CBX8/MB",6
"GO:0070734","GO:0070734","histone H3-K27 methylation","2/329","20/17913",0.0514072790008948,0.327807850848755,0.291433288081542,"EZH2/SUZ12",2
"GO:1901673","GO:1901673","regulation of mitotic spindle assembly","2/329","20/17913",0.0514072790008948,0.327807850848755,0.291433288081542,"CHMP4B/PLK1",2
"GO:2001014","GO:2001014","regulation of skeletal muscle cell differentiation","2/329","20/17913",0.0514072790008948,0.327807850848755,0.291433288081542,"SIX4/UQCC2",2
"GO:0006096","GO:0006096","glycolytic process","5/329","110/17913",0.0522594313166908,0.331754068447921,0.294941621293917,"NUP210/PGM2L1/NUP155/DHTKD1/ENO1",5
"GO:0031398","GO:0031398","positive regulation of protein ubiquitination","5/329","110/17913",0.0522594313166908,0.331754068447921,0.294941621293917,"CDC20/UBE2C/CENPX/PLK1/FANCI",5
