"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990204","GO:1990204","oxidoreductase complex","3/348","93/18678",0.250570770706137,0.656901750229604,0.573853400905948,"RRM2/P4HB/NDUFS8",3
"GO:0016010","GO:0016010","dystrophin-associated glycoprotein complex","1/348","16/18678",0.25995095921394,0.659222040359533,0.575880349961394,"KRT8",1
"GO:0030014","GO:0030014","CCR4-NOT complex","1/348","16/18678",0.25995095921394,0.659222040359533,0.575880349961394,"CNOT11",1
"GO:0035371","GO:0035371","microtubule plus-end","1/348","16/18678",0.25995095921394,0.659222040359533,0.575880349961394,"KIF2C",1
"GO:0090665","GO:0090665","glycoprotein complex","1/348","16/18678",0.25995095921394,0.659222040359533,0.575880349961394,"KRT8",1
"GO:0098688","GO:0098688","parallel fiber to Purkinje cell synapse","1/348","16/18678",0.25995095921394,0.659222040359533,0.575880349961394,"SPTBN2",1
"GO:0099023","GO:0099023","tethering complex","2/348","55/18678",0.273418150462938,0.663846266615686,0.579919961612184,"HOOK1/COG2",2
"GO:1904724","GO:1904724","tertiary granule lumen","2/348","55/18678",0.273418150462938,0.663846266615686,0.579919961612184,"ILF2/CANT1",2
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","5/348","188/18678",0.273677465083876,0.663846266615686,0.579919961612184,"L2HGDH/STX1A/SFXN1/RAB26/ABCB6",5
"GO:0005868","GO:0005868","cytoplasmic dynein complex","1/348","17/18678",0.273751037779664,0.663846266615686,0.579919961612184,"WDR34",1
"GO:0031307","GO:0031307","integral component of mitochondrial outer membrane","1/348","17/18678",0.273751037779664,0.663846266615686,0.579919961612184,"ABCB6",1
"GO:0034719","GO:0034719","SMN-Sm protein complex","1/348","17/18678",0.273751037779664,0.663846266615686,0.579919961612184,"SNRPG",1
"GO:0060077","GO:0060077","inhibitory synapse","1/348","17/18678",0.273751037779664,0.663846266615686,0.579919961612184,"GAD1",1
"GO:0031968","GO:0031968","organelle outer membrane","5/348","191/18678",0.284412481297568,0.675577381083312,0.590167978048905,"CYP24A1/COASY/BRI3BP/ABCB6/MTX1",5
"GO:0030864","GO:0030864","cortical actin cytoskeleton","2/348","57/18678",0.287263982540581,0.675577381083312,0.590167978048905,"ANLN/SPTBN2",2
"GO:0031306","GO:0031306","intrinsic component of mitochondrial outer membrane","1/348","18/18678",0.28729450484213,0.675577381083312,0.590167978048905,"ABCB6",1
"GO:0043034","GO:0043034","costamere","1/348","18/18678",0.28729450484213,0.675577381083312,0.590167978048905,"KRT8",1
"GO:0043601","GO:0043601","nuclear replisome","1/348","18/18678",0.28729450484213,0.675577381083312,0.590167978048905,"TONSL",1
"GO:0019867","GO:0019867","outer membrane","5/348","193/18678",0.291613570561282,0.681602803480587,0.595431640588033,"CYP24A1/COASY/BRI3BP/ABCB6/MTX1",5
"GO:0016328","GO:0016328","lateral plasma membrane","2/348","58/18678",0.29417704262524,0.683477200829899,0.59706906854918,"EPCAM/CLDN3",2
"GO:0005796","GO:0005796","Golgi lumen","3/348","102/18678",0.296041017468211,0.683713778438488,0.597275736997268,"WNT3/MMP11/PODXL2",3
"GO:0043073","GO:0043073","germ cell nucleus","1/348","19/18678",0.300586118578193,0.690103041469461,0.602857241869687,"AURKA",1
"GO:0042470","GO:0042470","melanosome","3/348","105/18678",0.311331928255963,0.695363731912351,0.607452853162716,"PDIA4/MYO7A/P4HB",3
"GO:0048770","GO:0048770","pigment granule","3/348","105/18678",0.311331928255963,0.695363731912351,0.607452853162716,"PDIA4/MYO7A/P4HB",3
"GO:0044455","GO:0044455","mitochondrial membrane part","5/348","199/18678",0.313396401037521,0.695363731912351,0.607452853162716,"L2HGDH/SFXN1/ABCB6/NDUFS8/MTX1",5
"GO:0031430","GO:0031430","M band","1/348","20/18678",0.313630549187272,0.695363731912351,0.607452853162716,"ENO1",1
"GO:0071682","GO:0071682","endocytic vesicle lumen","1/348","20/18678",0.313630549187272,0.695363731912351,0.607452853162716,"HYOU1",1
"GO:0098533","GO:0098533","ATPase dependent transmembrane transport complex","1/348","20/18678",0.313630549187272,0.695363731912351,0.607452853162716,"ABCB6",1
"GO:0035580","GO:0035580","specific granule lumen","2/348","62/18678",0.321714924387464,0.709235174217819,0.619570607971074,"ILF2/CANT1",2
"GO:0035327","GO:0035327","transcriptionally active chromatin","1/348","22/18678",0.338996111637442,0.74311012042558,0.649162937539438,"PELP1",1
"GO:0036064","GO:0036064","ciliary basal body","3/348","111/18678",0.341955453136263,0.745386043914999,0.651151128976207,"CENPF/POC1A/WDR34",3
"GO:0031528","GO:0031528","microvillus membrane","1/348","23/18678",0.351326158440089,0.761533795948349,0.665257412629865,"PTPRH",1
"GO:0000178","GO:0000178","exosome (RNase complex)","1/348","24/18678",0.363426855136034,0.779058672888293,0.680566719126507,"NVL",1
"GO:1905354","GO:1905354","exoribonuclease complex","1/348","24/18678",0.363426855136034,0.779058672888293,0.680566719126507,"NVL",1
"GO:0031301","GO:0031301","integral component of organelle membrane","4/348","166/18678",0.373820976518284,0.795723239577281,0.6951244795005,"L2HGDH/STX1A/SFXN1/ABCB6",4
"GO:0036452","GO:0036452","ESCRT complex","1/348","25/18678",0.375302455780006,0.795723239577281,0.6951244795005,"CHMP4B",1
"GO:0030662","GO:0030662","coated vesicle membrane","4/348","169/18678",0.386489745867974,0.807200906823073,0.705151090605072,"REEP6/KDELR3/KDELR2/GAD1",4
"GO:0005732","GO:0005732","small nucleolar ribonucleoprotein complex","1/348","26/18678",0.386957135745082,0.807200906823073,0.705151090605072,"DKC1",1
"GO:0090568","GO:0090568","nuclear transcriptional repressor complex","1/348","26/18678",0.386957135745082,0.807200906823073,0.705151090605072,"MTA3",1
"GO:0005758","GO:0005758","mitochondrial intermembrane space","2/348","73/18678",0.395731249066742,0.813564512375999,0.710710181728356,"UQCC2/TRAP1",2
"GO:0000314","GO:0000314","organellar small ribosomal subunit","1/348","27/18678",0.398394993173814,0.813564512375999,0.710710181728356,"DAP3",1
"GO:0005763","GO:0005763","mitochondrial small ribosomal subunit","1/348","27/18678",0.398394993173814,0.813564512375999,0.710710181728356,"DAP3",1
"GO:0043596","GO:0043596","nuclear replication fork","1/348","27/18678",0.398394993173814,0.813564512375999,0.710710181728356,"TONSL",1
"GO:1904813","GO:1904813","ficolin-1-rich granule lumen","3/348","124/18678",0.407722627334371,0.817310298909914,0.713982409791081,"ILF2/CANT1/C1orf35",3
"GO:0005685","GO:0005685","U1 snRNP","1/348","28/18678",0.409620050402676,0.817310298909914,0.713982409791081,"SNRPG",1
"GO:0031201","GO:0031201","SNARE complex","1/348","28/18678",0.409620050402676,0.817310298909914,0.713982409791081,"STX1A",1
"GO:0008076","GO:0008076","voltage-gated potassium channel complex","2/348","76/18678",0.415300888314252,0.817310298909914,0.713982409791081,"STX1A/KCNMB3",2
"GO:0030285","GO:0030285","integral component of synaptic vesicle membrane","1/348","29/18678",0.42063625536031,0.817310298909914,0.713982409791081,"STX1A",1
"GO:0044665","GO:0044665","MLL1/2 complex","1/348","29/18678",0.42063625536031,0.817310298909914,0.713982409791081,"PELP1",1
"GO:0071339","GO:0071339","MLL1 complex","1/348","29/18678",0.42063625536031,0.817310298909914,0.713982409791081,"PELP1",1
"GO:0080008","GO:0080008","Cul4-RING E3 ubiquitin ligase complex","1/348","29/18678",0.42063625536031,0.817310298909914,0.713982409791081,"DCAF12",1
"GO:0031965","GO:0031965","nuclear membrane","6/348","281/18678",0.425952040415336,0.817310298909914,0.713982409791081,"NUP210/STX1A/NUP155/NUDT1/SLC29A2/CREB3L4",6
"GO:0017053","GO:0017053","transcriptional repressor complex","2/348","78/18678",0.428170087901158,0.817310298909914,0.713982409791081,"MTA3/HDGF",2
"GO:0005790","GO:0005790","smooth endoplasmic reticulum","1/348","30/18678",0.431447482940052,0.817310298909914,0.713982409791081,"HYOU1",1
"GO:0008305","GO:0008305","integrin complex","1/348","30/18678",0.431447482940052,0.817310298909914,0.713982409791081,"ITGA11",1
"GO:0034451","GO:0034451","centriolar satellite","1/348","30/18678",0.431447482940052,0.817310298909914,0.713982409791081,"PLK1",1
"GO:0071007","GO:0071007","U2-type catalytic step 2 spliceosome","1/348","30/18678",0.431447482940052,0.817310298909914,0.713982409791081,"SNRPG",1
"GO:0005913","GO:0005913","cell-cell adherens junction","2/348","79/18678",0.434548757283534,0.817310298909914,0.713982409791081,"CDCA3/BAIAP2L1",2
"GO:0098798","GO:0098798","mitochondrial protein complex","5/348","233/18678",0.438512209403093,0.817310298909914,0.713982409791081,"DAP3/MRPL12/NDUFS8/DNA2/MTX1",5
"GO:0005902","GO:0005902","microvillus","2/348","80/18678",0.440889019805701,0.817310298909914,0.713982409791081,"MYO7A/PTPRH",2
"GO:0034705","GO:0034705","potassium channel complex","2/348","80/18678",0.440889019805701,0.817310298909914,0.713982409791081,"STX1A/KCNMB3",2
"GO:0031672","GO:0031672","A band","1/348","31/18678",0.44205753634722,0.817310298909914,0.713982409791081,"ENO1",1
"GO:0001650","GO:0001650","fibrillar center","3/348","131/18678",0.442358666935778,0.817310298909914,0.713982409791081,"ORC6/DKC1/COIL",3
"GO:0030863","GO:0030863","cortical cytoskeleton","2/348","81/18678",0.447190090510438,0.822321114303554,0.718359736315096,"ANLN/SPTBN2",2
"GO:0098636","GO:0098636","protein complex involved in cell adhesion","1/348","33/18678",0.462688982935677,0.840698422661581,0.734413706177507,"ITGA11",1
"GO:0030658","GO:0030658","transport vesicle membrane","4/348","188/18678",0.465508113588474,0.840698422661581,0.734413706177507,"TMEM184A/STX1A/RAB26/ICA1",4
"GO:0000313","GO:0000313","organellar ribosome","2/348","84/18678",0.465850930083093,0.840698422661581,0.734413706177507,"DAP3/MRPL12",2
"GO:0005761","GO:0005761","mitochondrial ribosome","2/348","84/18678",0.465850930083093,0.840698422661581,0.734413706177507,"DAP3/MRPL12",2
"GO:0030133","GO:0030133","transport vesicle","7/348","349/18678",0.475323094069837,0.851426101398196,0.743785145551327,"TMEM184A/STX1A/RAB26/VGF/KDELR3/ICA1/KDELR2",7
"GO:0098562","GO:0098562","cytoplasmic side of membrane","3/348","138/18678",0.476184185575795,0.851426101398196,0.743785145551327,"EEF1A2/CHMP4B/RACGAP1",3
"GO:0019005","GO:0019005","SCF ubiquitin ligase complex","1/348","35/18678",0.482559636658221,0.858867610199035,0.750285866750107,"CCNF",1
"GO:0016324","GO:0016324","apical plasma membrane","6/348","300/18678",0.488083826286631,0.864166327500286,0.754914697382236,"SAPCD2/EPCAM/ASPM/MYO7A/PTPRH/SPTBN2",6
"GO:0033267","GO:0033267","axon part","7/348","354/18678",0.490213106317986,0.864166327500286,0.754914697382236,"AURKA/TPX2/KIF4A/GPRIN1/HCN3/NGEF/GAD1",7
"GO:0032391","GO:0032391","photoreceptor connecting cilium","1/348","36/18678",0.49221844942671,0.864166327500286,0.754914697382236,"MYO7A",1
"GO:0046540","GO:0046540","U4/U6 x U5 tri-snRNP complex","1/348","37/18678",0.501697474187975,0.872908609797911,0.762551742688354,"SNRPG",1
"GO:0097526","GO:0097526","spliceosomal tri-snRNP complex","1/348","37/18678",0.501697474187975,0.872908609797911,0.762551742688354,"SNRPG",1
"GO:0005911","GO:0005911","cell-cell junction","8/348","414/18678",0.508478843089724,0.880757996066129,0.769408775727871,"SAPCD2/EPCAM/ECT2/MARVELD3/KRT8/CDCA3/BAIAP2L1/CLDN3",8
"GO:0000788","GO:0000788","nuclear nucleosome","1/348","38/18678",0.511000048029645,0.881191193935566,0.769787206856355,"CENPA",1
"GO:1904949","GO:1904949","ATPase complex","2/348","92/18678",0.513730630551079,0.881980020592118,0.770476306648568,"MTA3/ABCB6",2
"GO:0005801","GO:0005801","cis-Golgi network","1/348","39/18678",0.520129446274586,0.885132566467278,0.773230294092413,"BCL9",1
"GO:0030286","GO:0030286","dynein complex","1/348","39/18678",0.520129446274586,0.885132566467278,0.773230294092413,"WDR34",1
"GO:0045177","GO:0045177","apical part of cell","7/348","365/18678",0.522506488800263,0.885294836919223,0.773372049614731,"SAPCD2/EPCAM/ASPM/REEP6/MYO7A/PTPRH/SPTBN2",7
"GO:0005771","GO:0005771","multivesicular body","1/348","41/18678",0.537881515260478,0.902868742974625,0.788724186754827,"LAPTM4B",1
"GO:0031312","GO:0031312","extrinsic component of organelle membrane","1/348","41/18678",0.537881515260478,0.902868742974625,0.788724186754827,"HID1",1
"GO:0044445","GO:0044445","cytosolic part","4/348","207/18678",0.540633611435476,0.902868742974625,0.788724186754827,"RRM2/CCT3/UBQLN4/ENO1",4
"GO:0045095","GO:0045095","keratin filament","2/348","97/18678",0.54218664204404,0.902868742974625,0.788724186754827,"KRT80/KRT8",2
"GO:0098802","GO:0098802","plasma membrane receptor complex","3/348","153/18678",0.545217675248528,0.904036145283885,0.789744001034756,"CHRNA5/IRAK1/ITGA11",3
"GO:0008021","GO:0008021","synaptic vesicle","3/348","156/18678",0.558381753560841,0.913927676672726,0.798385002410792,"STX1A/RAB26/ICA1",3
"GO:0005930","GO:0005930","axoneme","2/348","100/18678",0.558698172073903,0.913927676672726,0.798385002410792,"CENPF/WDR34",2
"GO:0001533","GO:0001533","cornified envelope","1/348","44/18678",0.563289258197239,0.913927676672726,0.798385002410792,"CNFN",1
"GO:0043679","GO:0043679","axon terminus","2/348","101/18678",0.564107155739153,0.913927676672726,0.798385002410792,"HCN3/GAD1",2
"GO:0097014","GO:0097014","ciliary plasm","2/348","101/18678",0.564107155739153,0.913927676672726,0.798385002410792,"CENPF/WDR34",2
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","2/348","102/18678",0.569468478504572,0.913927676672726,0.798385002410792,"ST14/RACGAP1",2
"GO:0030660","GO:0030660","Golgi-associated vesicle membrane","2/348","102/18678",0.569468478504572,0.913927676672726,0.798385002410792,"KDELR3/KDELR2",2
"GO:0097542","GO:0097542","ciliary tip","1/348","45/18678",0.571445066834535,0.913927676672726,0.798385002410792,"WDR34",1
"GO:0001669","GO:0001669","acrosomal vesicle","2/348","103/18678",0.574782033964926,0.913927676672726,0.798385002410792,"NUDT1/RACGAP1",2
"GO:0042581","GO:0042581","specific granule","3/348","160/18678",0.575573776987926,0.913927676672726,0.798385002410792,"ILF2/CANT1/MLEC",3
"GO:0043209","GO:0043209","myelin sheath","1/348","46/18678",0.57944899088013,0.913927676672726,0.798385002410792,"SRD5A1",1
"GO:0060076","GO:0060076","excitatory synapse","1/348","46/18678",0.57944899088013,0.913927676672726,0.798385002410792,"SPTBN2",1
"GO:0016607","GO:0016607","nuclear speck","7/348","386/18678",0.581869716190957,0.914030161465957,0.798474530634938,"RMI2/CPSF6/CDC25C/BARD1/SETD1A/OIP5/HEXIM2",7
"GO:0000786","GO:0000786","nucleosome","2/348","106/18678",0.590435334773441,0.916130226388565,0.800309096302545,"HIST1H2BD/CENPA",2
"GO:0000118","GO:0000118","histone deacetylase complex","1/348","48/18678",0.595012415077109,0.916130226388565,0.800309096302545,"MTA3",1
"GO:0008023","GO:0008023","transcription elongation factor complex","1/348","48/18678",0.595012415077109,0.916130226388565,0.800309096302545,"TONSL",1
"GO:0071005","GO:0071005","U2-type precatalytic spliceosome","1/348","48/18678",0.595012415077109,0.916130226388565,0.800309096302545,"SNRPG",1
"GO:0071011","GO:0071011","precatalytic spliceosome","1/348","48/18678",0.595012415077109,0.916130226388565,0.800309096302545,"SNRPG",1
"GO:0070382","GO:0070382","exocytic vesicle","3/348","166/18678",0.600565759987613,0.918318722859684,0.802220913621319,"STX1A/RAB26/ICA1",3
"GO:0031526","GO:0031526","brush border membrane","1/348","49/18678",0.602577400560371,0.918318722859684,0.802220913621319,"SLC5A6",1
"GO:0005747","GO:0005747","mitochondrial respiratory chain complex I","1/348","50/18678",0.61000147402674,0.918318722859684,0.802220913621319,"NDUFS8",1
"GO:0030964","GO:0030964","NADH dehydrogenase complex","1/348","50/18678",0.61000147402674,0.918318722859684,0.802220913621319,"NDUFS8",1
"GO:0045271","GO:0045271","respiratory chain complex I","1/348","50/18678",0.61000147402674,0.918318722859684,0.802220913621319,"NDUFS8",1
"GO:0030665","GO:0030665","clathrin-coated vesicle membrane","2/348","110/18678",0.610634614685047,0.918318722859684,0.802220913621319,"REEP6/GAD1",2
"GO:0032420","GO:0032420","stereocilium","1/348","51/18678",0.617287252802706,0.924739204970849,0.807829690723314,"MYO7A",1
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","2/348","114/18678",0.630067146138858,0.938166764064438,0.819559679947773,"CHMP4B/RACGAP1",2
"GO:0005793","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","2/348","115/18678",0.634805951441538,0.938166764064438,0.819559679947773,"P4HB/UGGT1",2
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","1/348","54/18678",0.638340272456215,0.938166764064438,0.819559679947773,"RACGAP1",1
"GO:0032421","GO:0032421","stereocilium bundle","1/348","54/18678",0.638340272456215,0.938166764064438,0.819559679947773,"MYO7A",1
"GO:1904115","GO:1904115","axon cytoplasm","1/348","54/18678",0.638340272456215,0.938166764064438,0.819559679947773,"KIF4A",1
"GO:0000315","GO:0000315","organellar large ribosomal subunit","1/348","55/18678",0.645098089530165,0.940970145630466,0.822008645938714,"MRPL12",1
"GO:0005762","GO:0005762","mitochondrial large ribosomal subunit","1/348","55/18678",0.645098089530165,0.940970145630466,0.822008645938714,"MRPL12",1
"GO:0044306","GO:0044306","neuron projection terminus","2/348","120/18678",0.657789562172857,0.953643703751236,0.83307995824172,"HCN3/GAD1",2
"GO:0032838","GO:0032838","plasma membrane bounded cell projection cytoplasm","3/348","181/18678",0.658702352075596,0.953643703751236,0.83307995824172,"CENPF/KIF4A/WDR34",3
"GO:0005643","GO:0005643","nuclear pore","1/348","59/18678",0.670893362099833,0.964818739830114,0.842842198115292,"MAD2L1",1
"GO:0101002","GO:0101002","ficolin-1-rich granule","3/348","185/18678",0.673136150266426,0.964818739830114,0.842842198115292,"ILF2/CANT1/C1orf35",3
"GO:0048786","GO:0048786","presynaptic active zone","1/348","60/18678",0.677044557652186,0.964818739830114,0.842842198115292,"GAD1",1
"GO:0030176","GO:0030176","integral component of endoplasmic reticulum membrane","2/348","125/18678",0.679603313387825,0.964818739830114,0.842842198115292,"SGPL1/MARCH6",2
"GO:0000502","GO:0000502","proteasome complex","1/348","61/18678",0.683081107976444,0.964818739830114,0.842842198115292,"UBQLN4",1
"GO:0035869","GO:0035869","ciliary transition zone","1/348","61/18678",0.683081107976444,0.964818739830114,0.842842198115292,"MYO7A",1
"GO:0031902","GO:0031902","late endosome membrane","2/348","126/18678",0.683827715085777,0.964818739830114,0.842842198115292,"CHMP4B/LAPTM4B",2
"GO:1905369","GO:1905369","endopeptidase complex","1/348","62/18678",0.689005143772985,0.968601433999704,0.846146667791385,"UBQLN4",1
"GO:0031227","GO:0031227","intrinsic component of endoplasmic reticulum membrane","2/348","131/18678",0.704270072944116,0.983595721975532,0.859245313283021,"SGPL1/MARCH6",2
"GO:0016459","GO:0016459","myosin complex","1/348","65/18678",0.706122883058569,0.983595721975532,0.859245313283021,"MYO7A",1
"GO:0098793","GO:0098793","presynapse","7/348","438/18678",0.711228945461259,0.983595721975532,0.859245313283021,"STX1A/RAB26/ICA1/HCN3/SPTBN2/GAD1/SLC29A2",7
"GO:0015935","GO:0015935","small ribosomal subunit","1/348","67/18678",0.717009455746218,0.983595721975532,0.859245313283021,"DAP3",1
"GO:0042641","GO:0042641","actomyosin","1/348","67/18678",0.717009455746218,0.983595721975532,0.859245313283021,"STX1A",1
"GO:0030135","GO:0030135","coated vesicle","4/348","261/18678",0.719716692112335,0.983595721975532,0.859245313283021,"REEP6/KDELR3/KDELR2/GAD1",4
"GO:0019898","GO:0019898","extrinsic component of membrane","3/348","199/18678",0.720104483379344,0.983595721975532,0.859245313283021,"ST14/HID1/RACGAP1",3
"GO:0070603","GO:0070603","SWI/SNF superfamily-type complex","1/348","68/18678",0.722300988141055,0.983595721975532,0.859245313283021,"MTA3",1
"GO:0150034","GO:0150034","distal axon","4/348","262/18678",0.722486548358316,0.983595721975532,0.859245313283021,"GPRIN1/HCN3/NGEF/GAD1",4
"GO:0016323","GO:0016323","basolateral plasma membrane","3/348","201/18678",0.726368175299846,0.985422559497693,0.860841194135261,"EPCAM/ST14/SLC29A2",3
"GO:0005811","GO:0005811","lipid droplet","1/348","70/18678",0.732589891448447,0.986373038488515,0.861671509477216,"IRAK1",1
"GO:0098803","GO:0098803","respiratory chain complex","1/348","70/18678",0.732589891448447,0.986373038488515,0.861671509477216,"NDUFS8",1
"GO:0016591","GO:0016591","RNA polymerase II, holoenzyme","1/348","71/18678",0.737590897347842,0.986373038488515,0.861671509477216,"POLR2H",1
"GO:0098797","GO:0098797","plasma membrane protein complex","7/348","451/18678",0.739007186074183,0.986373038488515,0.861671509477216,"STX1A/KRT8/CHRNA5/ABCB6/IRAK1/KCNMB3/ITGA11",7
"GO:0005882","GO:0005882","intermediate filament","3/348","206/18678",0.74154828955267,0.986373038488515,0.861671509477216,"KRT80/KRT8/NARF",3
"GO:1905368","GO:1905368","peptidase complex","1/348","72/18678",0.74249864001044,0.986373038488515,0.861671509477216,"UBQLN4",1
"GO:1902495","GO:1902495","transmembrane transporter complex","4/348","271/18678",0.746507297851629,0.986373038488515,0.861671509477216,"STX1A/CHRNA5/ABCB6/KCNMB3",4
"GO:0098862","GO:0098862","cluster of actin-based cell projections","2/348","143/18678",0.748868235123374,0.986373038488515,0.861671509477216,"SLC5A6/MYO7A",2
"GO:0099056","GO:0099056","integral component of presynaptic membrane","1/348","74/18678",0.752041240813955,0.986373038488515,0.861671509477216,"STX1A",1
"GO:0005798","GO:0005798","Golgi-associated vesicle","2/348","145/18678",0.755713816604284,0.986373038488515,0.861671509477216,"KDELR3/KDELR2",2
"GO:0001750","GO:0001750","photoreceptor outer segment","1/348","75/18678",0.756679471742613,0.986373038488515,0.861671509477216,"MYO7A",1
"GO:1990351","GO:1990351","transporter complex","4/348","276/18678",0.759152459284728,0.986373038488515,0.861671509477216,"STX1A/CHRNA5/ABCB6/KCNMB3",4
"GO:0005684","GO:0005684","U2-type spliceosomal complex","1/348","76/18678",0.761231186188324,0.986373038488515,0.861671509477216,"SNRPG",1
"GO:0097525","GO:0097525","spliceosomal snRNP complex","1/348","78/18678",0.770081472662507,0.986373038488515,0.861671509477216,"SNRPG",1
"GO:0005746","GO:0005746","mitochondrial respiratory chain","1/348","79/18678",0.774383174141725,0.986373038488515,0.861671509477216,"NDUFS8",1
"GO:0120111","GO:0120111","neuron projection cytoplasm","1/348","80/18678",0.77860461913332,0.986373038488515,0.861671509477216,"KIF4A",1
"GO:0071013","GO:0071013","catalytic step 2 spliceosome","1/348","82/18678",0.786812684369761,0.986373038488515,0.861671509477216,"SNRPG",1
"GO:0031225","GO:0031225","anchored component of membrane","2/348","156/18678",0.790549477456416,0.986373038488515,0.861671509477216,"SMPDL3B/RAB26",2
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","1/348","83/18678",0.790802208237223,0.986373038488515,0.861671509477216,"STX1A",1
"GO:0000428","GO:0000428","DNA-directed RNA polymerase complex","1/348","84/18678",0.794717283877634,0.986373038488515,0.861671509477216,"POLR2H",1
"GO:0055029","GO:0055029","nuclear DNA-directed RNA polymerase complex","1/348","84/18678",0.794717283877634,0.986373038488515,0.861671509477216,"POLR2H",1
"GO:0030667","GO:0030667","secretory granule membrane","4/348","293/18678",0.798511082798429,0.986373038488515,0.861671509477216,"TMEM184A/RAB26/ICA1/MLEC",4
"GO:0005776","GO:0005776","autophagosome","1/348","85/18678",0.798559296635007,0.986373038488515,0.861671509477216,"UBQLN4",1
"GO:0032588","GO:0032588","trans-Golgi network membrane","1/348","85/18678",0.798559296635007,0.986373038488515,0.861671509477216,"COG2",1
"GO:0005681","GO:0005681","spliceosomal complex","2/348","160/18678",0.802091252249671,0.986373038488515,0.861671509477216,"SNRNP25/SNRPG",2
"GO:0005581","GO:0005581","collagen trimer","1/348","86/18678",0.802329606147781,0.986373038488515,0.861671509477216,"CTHRC1",1
"GO:0030117","GO:0030117","membrane coat","1/348","86/18678",0.802329606147781,0.986373038488515,0.861671509477216,"CHMP4B",1
"GO:0030532","GO:0030532","small nuclear ribonucleoprotein complex","1/348","86/18678",0.802329606147781,0.986373038488515,0.861671509477216,"SNRPG",1
"GO:0048475","GO:0048475","coated membrane","1/348","86/18678",0.802329606147781,0.986373038488515,0.861671509477216,"CHMP4B",1
"GO:0030880","GO:0030880","RNA polymerase complex","1/348","87/18678",0.806029546824447,0.986373038488515,0.861671509477216,"POLR2H",1
"GO:0070469","GO:0070469","respiratory chain","1/348","88/18678",0.809660428310386,0.986373038488515,0.861671509477216,"NDUFS8",1
"GO:0070820","GO:0070820","tertiary granule","2/348","164/18678",0.813066157919751,0.986373038488515,0.861671509477216,"ILF2/CANT1",2
"GO:0030426","GO:0030426","growth cone","2/348","166/18678",0.818347683078369,0.986373038488515,0.861671509477216,"GPRIN1/NGEF",2
"GO:0015629","GO:0015629","actin cytoskeleton","6/348","432/18678",0.818956227880342,0.986373038488515,0.861671509477216,"STX1A/ANLN/KNTC1/BAIAP2L1/MYO7A/SPTBN2",6
"GO:0035579","GO:0035579","specific granule membrane","1/348","91/18678",0.820151452194864,0.986373038488515,0.861671509477216,"MLEC",1
"GO:0030427","GO:0030427","site of polarized growth","2/348","169/18678",0.826020020353719,0.986373038488515,0.861671509477216,"GPRIN1/NGEF",2
"GO:0005903","GO:0005903","brush border","1/348","95/18678",0.833247959178307,0.986373038488515,0.861671509477216,"SLC5A6",1
"GO:0044391","GO:0044391","ribosomal subunit","2/348","173/18678",0.835797068795838,0.986373038488515,0.861671509477216,"DAP3/MRPL12",2
"GO:0120114","GO:0120114","Sm-like protein family complex","1/348","96/18678",0.83637069018008,0.986373038488515,0.861671509477216,"SNRPG",1
"GO:0045111","GO:0045111","intermediate filament cytoskeleton","3/348","245/18678",0.838000833800302,0.986373038488515,0.861671509477216,"KRT80/KRT8/NARF",3
"GO:0030017","GO:0030017","sarcomere","2/348","174/18678",0.838162667786127,0.986373038488515,0.861671509477216,"KRT8/ENO1",2
"GO:0097733","GO:0097733","photoreceptor cell cilium","1/348","98/18678",0.842442296554495,0.986373038488515,0.861671509477216,"MYO7A",1
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","2/348","176/18678",0.842801742993549,0.986373038488515,0.861671509477216,"BARD1/TDRKH",2
"GO:0016605","GO:0016605","PML body","1/348","99/18678",0.845393323508157,0.986373038488515,0.861671509477216,"BLM",1
"GO:0097731","GO:0097731","9+0 non-motile cilium","1/348","99/18678",0.845393323508157,0.986373038488515,0.861671509477216,"MYO7A",1
"GO:0034702","GO:0034702","ion channel complex","3/348","249/18678",0.845886570744754,0.986373038488515,0.861671509477216,"STX1A/CHRNA5/KCNMB3",3
"GO:0097223","GO:0097223","sperm part","2/348","179/18678",0.849534872915591,0.986373038488515,0.861671509477216,"NUDT1/RACGAP1",2
"GO:0043025","GO:0043025","neuronal cell body","6/348","454/18678",0.852976321488562,0.986373038488515,0.861671509477216,"AURKA/EEF1A2/TPX2/HCN3/SPTBN2/SRD5A1",6
"GO:0030136","GO:0030136","clathrin-coated vesicle","2/348","182/18678",0.856005065770356,0.986373038488515,0.861671509477216,"REEP6/GAD1",2
"GO:0034703","GO:0034703","cation channel complex","2/348","182/18678",0.856005065770356,0.986373038488515,0.861671509477216,"STX1A/KCNMB3",2
"GO:0030018","GO:0030018","Z disc","1/348","106/18678",0.86456342380647,0.986373038488515,0.861671509477216,"KRT8",1
